RekNr,Datum,Symbool,ISIN,Type optie,Expiratie,Strike,Valuta,Slotkoers,Aantal,Valutakoers,Contractgrootte,Waarde EUR,Waarde Orig Valuta,Aankoopwaarde,Type instrument,Binckcode,Titel instrument,
5,2020-01-24,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"55,39",1194,1,1,"66135,66","66135,66","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-01-24,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"57,089",1224,1,1,"69876,94","69876,94","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-01-24,USD,,,31-12-1899,0,USD,0,"4,61","1,10288",0,"4,18","4,61",0,,0,,0
5,2020-01-24,EUR,,,31-12-1899,0,EUR,0,"59304,44",1,0,"59304,44","59304,44",0,,1234,,0
5,2020-01-25,AEX,,PUT,20-03-2020,520,EUR,"0,3",3,1,100,90,90,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-01-25,AEX,,PUT,19-06-2020,540,EUR,"4,05",3,1,100,1215,1215,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-01-25,TDT,NL0009272749,,31-12-1899,0,EUR,"61,37",3231,1,1,"198286,47","198286,47","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-01-25,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,18",2026,1,1,"67222,68","67222,68","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-01-25,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"55,39",1194,1,1,"66135,66","66135,66","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-01-25,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"57,089",1224,1,1,"69876,94","69876,94","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-01-25,USD,,,31-12-1899,0,USD,0,"4,61","1,10288",0,"4,18","4,61",0,,0,,0
5,2020-01-25,EUR,,,31-12-1899,0,EUR,0,"59304,44",1,0,"59304,44","59304,44",0,,1234,,0
5,2020-01-26,AEX,,PUT,20-03-2020,520,EUR,"0,3",3,1,100,90,90,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-01-26,AEX,,PUT,19-06-2020,540,EUR,"4,05",3,1,100,1215,1215,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-01-26,TDT,NL0009272749,,31-12-1899,0,EUR,"61,37",3231,1,1,"198286,47","198286,47","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-01-26,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,18",2026,1,1,"67222,68","67222,68","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-01-26,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"55,39",1194,1,1,"66135,66","66135,66","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-01-26,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"57,089",1224,1,1,"69876,94","69876,94","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-01-26,USD,,,31-12-1899,0,USD,0,"4,61","1,10288",0,"4,18","4,61",0,,0,,0
5,2020-01-26,EUR,,,31-12-1899,0,EUR,0,"59304,44",1,0,"59304,44","59304,44",0,,1234,,0
5,2020-01-27,AEX,,PUT,20-03-2020,520,EUR,"0,98",3,1,100,294,294,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-01-27,AEX,,PUT,19-06-2020,540,EUR,"6,97",3,1,100,2091,2091,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-01-27,TDT,NL0009272749,,31-12-1899,0,EUR,"59,81",3231,1,1,"193246,11","193246,11","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-01-27,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,383",2026,1,1,"65607,96","65607,96","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-01-27,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"53,15",1194,1,1,"63461,1","63461,1","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-01-27,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"55,934",1224,1,1,"68463,22","68463,22","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-01-27,USD,,,31-12-1899,0,USD,0,"4,61","1,10189",0,"4,18","4,61",0,,0,,0
5,2020-01-27,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-01-28,AEX,,PUT,20-03-2020,520,EUR,"0,66",3,1,100,198,198,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-01-28,AEX,,PUT,19-06-2020,540,EUR,"5,76",3,1,100,1728,1728,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-01-28,TDT,NL0009272749,,31-12-1899,0,EUR,"60,29",3231,1,1,"194796,99","194796,99","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-01-28,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,732",2026,1,1,"66315,03","66315,03","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-01-28,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"53,83",1194,1,1,"64273,02","64273,02","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-01-28,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"56,562",1224,1,1,"69231,89","69231,89","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-01-28,USD,,,31-12-1899,0,USD,0,"4,61","1,10225",0,"4,18","4,61",0,,0,,0
5,2020-01-28,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-01-29,AEX,,PUT,20-03-2020,520,EUR,"0,57",3,1,100,171,171,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-01-29,AEX,,PUT,19-06-2020,540,EUR,"5,25",3,1,100,1575,1575,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-01-29,TDT,NL0009272749,,31-12-1899,0,EUR,"60,49",3231,1,1,"195443,19","195443,19","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-01-29,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,829",2026,1,1,"66511,55","66511,55","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-01-29,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"54,08",1194,1,1,"64571,52","64571,52","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-01-29,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"56,721",1224,1,1,"69426,5","69426,5","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-01-29,USD,,,31-12-1899,0,USD,0,"4,61","1,10056",0,"4,19","4,61",0,,0,,0
5,2020-01-29,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-01-30,AEX,,PUT,20-03-2020,520,EUR,"0,85",3,1,100,255,255,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-01-30,AEX,,PUT,19-06-2020,540,EUR,"6,81",3,1,100,2043,2043,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-01-30,TDT,NL0009272749,,31-12-1899,0,EUR,"59,84",3231,1,1,"193343,04","193343,04","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-01-30,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,466",2026,1,1,"65776,12","65776,12","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-01-30,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"52,86",1194,1,1,"63114,84","63114,84","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-01-30,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"56,048",1224,1,1,"68602,75","68602,75","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-01-30,USD,,,31-12-1899,0,USD,0,"4,61","1,10334",0,"4,18","4,61",0,,0,,0
5,2020-01-30,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-01-31,AEX,,PUT,20-03-2020,520,EUR,"1,23",3,1,100,369,369,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-01-31,AEX,,PUT,19-06-2020,540,EUR,"8,58",3,1,100,2574,2574,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-01-31,TDT,NL0009272749,,31-12-1899,0,EUR,"58,92",3231,1,1,"190370,52","190370,52","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-01-31,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,114",2026,1,1,"65062,96","65062,96","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-01-31,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"51,92",1194,1,1,"61992,48","61992,48","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-01-31,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"55,508",1224,1,1,"67941,79","67941,79","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-01-31,USD,,,31-12-1899,0,USD,0,"4,61","1,10925",0,"4,16","4,61",0,,0,,0
5,2020-01-31,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-01,AEX,,PUT,20-03-2020,520,EUR,"1,23",3,1,100,369,369,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-01,AEX,,PUT,19-06-2020,540,EUR,"8,58",3,1,100,2574,2574,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-01,TDT,NL0009272749,,31-12-1899,0,EUR,"58,92",3231,1,1,"190370,52","190370,52","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-01,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,114",2026,1,1,"65062,96","65062,96","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-01,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"51,92",1194,1,1,"61992,48","61992,48","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-01,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"55,508",1224,1,1,"67941,79","67941,79","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-01,USD,,,31-12-1899,0,USD,0,"4,61","1,10925",0,"4,16","4,61",0,,0,,0
5,2020-02-01,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-02,AEX,,PUT,20-03-2020,520,EUR,"1,23",3,1,100,369,369,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-02,AEX,,PUT,19-06-2020,540,EUR,"8,58",3,1,100,2574,2574,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-02,TDT,NL0009272749,,31-12-1899,0,EUR,"58,92",3231,1,1,"190370,52","190370,52","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-02,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,114",2026,1,1,"65062,96","65062,96","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-02,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"51,92",1194,1,1,"61992,48","61992,48","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-02,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"55,508",1224,1,1,"67941,79","67941,79","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-02,USD,,,31-12-1899,0,USD,0,"4,61","1,10925",0,"4,16","4,61",0,,0,,0
5,2020-02-02,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-03,AEX,,PUT,20-03-2020,520,EUR,"0,9",3,1,100,270,270,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-03,AEX,,PUT,19-06-2020,540,EUR,"7,45",3,1,100,2235,2235,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-03,TDT,NL0009272749,,31-12-1899,0,EUR,"59,2",3231,1,1,"191275,2","191275,2","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-03,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,175",2026,1,1,"65186,55","65186,55","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-03,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"52,67",1194,1,1,"62887,98","62887,98","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-03,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"55,874",1224,1,1,"68389,78","68389,78","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-03,USD,,,31-12-1899,0,USD,0,"4,61","1,10603",0,"4,17","4,61",0,,0,,0
5,2020-02-03,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-04,AEX,,PUT,20-03-2020,520,EUR,"0,49",3,1,100,147,147,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-04,AEX,,PUT,19-06-2020,540,EUR,"5,13",3,1,100,1539,1539,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-04,TDT,NL0009272749,,31-12-1899,0,EUR,"60,49",3231,1,1,"195443,19","195443,19","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-04,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"32,688",2026,1,1,"66225,89","66225,89","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-04,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"54,37",1194,1,1,"64917,78","64917,78","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-04,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"56,871",1224,1,1,"69610,1","69610,1","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-04,USD,,,31-12-1899,0,USD,0,"4,61","1,10448",0,"4,17","4,61",0,,0,,0
5,2020-02-04,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-05,AEX,,PUT,20-03-2020,520,EUR,"0,37",3,1,100,111,111,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-05,AEX,,PUT,19-06-2020,540,EUR,"4,14",3,1,100,1242,1242,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-05,TDT,NL0009272749,,31-12-1899,0,EUR,"61,3",3231,1,1,"198060,3","198060,3","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-05,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,139",2026,1,1,"67139,61","67139,61","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-05,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"54,61",1194,1,1,"65204,34","65204,34","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-05,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"57,396",1224,1,1,"70252,7","70252,7","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-05,USD,,,31-12-1899,0,USD,0,"4,61","1,099895",0,"4,19","4,61",0,,0,,0
5,2020-02-05,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-06,AEX,,PUT,20-03-2020,520,EUR,"0,27",3,1,100,81,81,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-06,AEX,,PUT,19-06-2020,540,EUR,"3,61",3,1,100,1083,1083,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-06,TDT,NL0009272749,,31-12-1899,0,EUR,"61,81",3231,1,1,"199708,11","199708,11","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-06,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,263",2026,1,1,"67390,84","67390,84","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-06,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"54,77",1194,1,1,"65395,38","65395,38","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-06,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"57,897",1224,1,1,"70865,93","70865,93","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-06,USD,,,31-12-1899,0,USD,0,"4,61","1,0982",0,"4,2","4,61",0,,0,,0
5,2020-02-06,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-07,AEX,,PUT,20-03-2020,520,EUR,"0,32",3,1,100,96,96,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-07,AEX,,PUT,19-06-2020,540,EUR,"3,97",3,1,100,1191,1191,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-07,TDT,NL0009272749,,31-12-1899,0,EUR,"61,6",3231,1,1,"199029,6","199029,6","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-07,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,176",2026,1,1,"67214,58","67214,58","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-07,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"54,12",1194,1,1,"64619,28","64619,28","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-07,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"57,966",1224,1,1,"70950,38","70950,38","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-07,USD,,,31-12-1899,0,USD,0,"4,61","1,094755",0,"4,21","4,61",0,,0,,0
5,2020-02-07,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-08,AEX,,PUT,20-03-2020,520,EUR,"0,32",3,1,100,96,96,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-08,AEX,,PUT,19-06-2020,540,EUR,"3,97",3,1,100,1191,1191,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-08,TDT,NL0009272749,,31-12-1899,0,EUR,"61,6",3231,1,1,"199029,6","199029,6","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-08,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,176",2026,1,1,"67214,58","67214,58","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-08,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"54,12",1194,1,1,"64619,28","64619,28","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-08,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"57,966",1224,1,1,"70950,38","70950,38","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-08,USD,,,31-12-1899,0,USD,0,"4,61","1,094755",0,"4,21","4,61",0,,0,,0
5,2020-02-08,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-09,AEX,,PUT,20-03-2020,520,EUR,"0,32",3,1,100,96,96,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-09,AEX,,PUT,19-06-2020,540,EUR,"3,97",3,1,100,1191,1191,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-09,TDT,NL0009272749,,31-12-1899,0,EUR,"61,6",3231,1,1,"199029,6","199029,6","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-09,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,176",2026,1,1,"67214,58","67214,58","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-09,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"54,12",1194,1,1,"64619,28","64619,28","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-09,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"57,966",1224,1,1,"70950,38","70950,38","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-09,USD,,,31-12-1899,0,USD,0,"4,61","1,094755",0,"4,21","4,61",0,,0,,0
5,2020-02-09,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-10,AEX,,PUT,20-03-2020,520,EUR,"0,3",3,1,100,90,90,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-10,AEX,,PUT,19-06-2020,540,EUR,"3,92",3,1,100,1176,1176,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-10,TDT,NL0009272749,,31-12-1899,0,EUR,"61,64",3231,1,1,"199158,84","199158,84","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-10,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,214",2026,1,1,"67291,56","67291,56","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-10,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"54,34",1194,1,1,"64881,96","64881,96","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-10,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"58,145",1224,1,1,"71169,48","71169,48","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-10,USD,,,31-12-1899,0,USD,0,"4,61","1,09115",0,"4,22","4,61",0,,0,,0
5,2020-02-10,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-11,AEX,,PUT,20-03-2020,520,EUR,"0,19",3,1,100,57,57,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-11,AEX,,PUT,19-06-2020,540,EUR,"3,23",3,1,100,969,969,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-11,TDT,NL0009272749,,31-12-1899,0,EUR,"62,28",3231,1,1,"201226,68","201226,68","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-11,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,534",2026,1,1,"67939,88","67939,88","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-11,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"55,17",1194,1,1,"65872,98","65872,98","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-11,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"58,582",1224,1,1,"71704,37","71704,37","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-11,USD,,,31-12-1899,0,USD,0,"4,61","1,09185",0,"4,22","4,61",0,,0,,0
5,2020-02-11,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-12,AEX,,PUT,20-03-2020,520,EUR,"0,16",3,1,100,48,48,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-12,AEX,,PUT,19-06-2020,540,EUR,"2,82",3,1,100,846,846,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-12,TDT,NL0009272749,,31-12-1899,0,EUR,"62,81",3231,1,1,"202939,11","202939,11","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-12,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,724",2026,1,1,"68324,82","68324,82","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-12,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"55,81",1194,1,1,"66637,14","66637,14","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-02-12,VUSA NA,IE00B3XXRP09,,31-12-1899,0,EUR,"58,914",1224,1,1,"72110,74","72110,74","47.449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-02-12,USD,,,31-12-1899,0,USD,0,"4,61","1,08755",0,"4,24","4,61",0,,0,,0
5,2020-02-12,EUR,,,31-12-1899,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-02-13,AEX,,PUT,20-03-2020,520,EUR,"0,18",3,1,100,54,54,"2.325,00",Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-02-13,AEX,,PUT,19-06-2020,540,EUR,"2,91",3,1,100,873,873,"1.905,00",Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-02-13,TDT,NL0009272749,,31-12-1899,0,EUR,"62,97",3231,1,1,"203456,07","203456,07","185.082,30",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-02-13,VEUR NA,IE00B945VV12,,31-12-1899,0,EUR,"33,725",2026,1,1,"68326,85","68326,85","58.899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-02-13,VFEM NA,IE00B3VVMM84,,31-12-1899,0,EUR,"55,67",1194,1,1,"66469,98","66469,98","59.057,50",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
